묘법연화경변상도,http://encykorea.aks.ac.kr/Contents/Item/E0018868,불화
묘법연화경변상도,http://encykorea.aks.ac.kr/Contents/Item/E0018869,불화
신숙주 초상,http://encykorea.aks.ac.kr/Contents/Item/E0023592,초상화
보협인다라니경변상도,http://encykorea.aks.ac.kr/Contents/Item/E0023620,불화/변상도
무량사미륵불괘불탱,http://encykorea.aks.ac.kr/Contents/Item/E0019003,불화
무위사극락전백의관음도,http://encykorea.aks.ac.kr/Contents/Item/E0019192,불화
부모은중경변상도,http://encykorea.aks.ac.kr/Contents/Item/E0024160,불화/변상도
무위사아미타내영도,http://encykorea.aks.ac.kr/Contents/Item/E0019193,불화
강진 무위사 극락전 아미타여래삼존벽화,http://encykorea.aks.ac.kr/Contents/Item/E0019194,불화
문수사지장보살도,http://encykorea.aks.ac.kr/Contents/Item/E0019555,불화
백련사감로왕도,http://encykorea.aks.ac.kr/Contents/Item/E0022071,불화
북궐도형,http://encykorea.aks.ac.kr/Contents/Item/E0024644,지도
백천사운대암감로왕도,http://encykorea.aks.ac.kr/Contents/Item/E0022411,불화
범어사 비로자나불회도,http://encykorea.aks.ac.kr/Contents/Item/E0022583,불화
법륭사금당벽화,http://encykorea.aks.ac.kr/Contents/Item/E0022653,불화
법주사괘불탱,http://encykorea.aks.ac.kr/Contents/Item/E0022719,불화
보광사감로왕도,http://encykorea.aks.ac.kr/Contents/Item/E0023219,불화
보문사대웅전신중도,http://encykorea.aks.ac.kr/Contents/Item/E0023339,불화
보문사대웅전영산회상도,http://encykorea.aks.ac.kr/Contents/Item/E0023340,불화
보문사지장보살도,http://encykorea.aks.ac.kr/Contents/Item/E0023346,불화
보살사아미타극락회상도,http://encykorea.aks.ac.kr/Contents/Item/E0023388,불화
비장전변상도,http://encykorea.aks.ac.kr/Contents/Item/E0025231,불화/변상도
보살사영산회괘불탱,http://encykorea.aks.ac.kr/Contents/Item/E0023389,불화
보석사감로왕도,http://encykorea.aks.ac.kr/Contents/Item/E0023398,불화
봉서암감로왕도,http://encykorea.aks.ac.kr/Contents/Item/E0023913,불화
봉은사감로왕도,http://encykorea.aks.ac.kr/Contents/Item/E0023983,불화
전식 초상,http://encykorea.aks.ac.kr/Contents/Item/E0025704,초상화
사제첩,http://encykorea.aks.ac.kr/Contents/Item/E0025955,화첩
부석사영산회상도,http://encykorea.aks.ac.kr/Contents/Item/E0024306,불화
부석사조사당벽화,http://encykorea.aks.ac.kr/Contents/Item/E0024309,불화
북장사영산회괘불탱,http://encykorea.aks.ac.kr/Contents/Item/E0024705,불화
북지장사지장보살도,http://encykorea.aks.ac.kr/Contents/Item/E0024744,불화
북지장사지장보살도,http://encykorea.aks.ac.kr/Contents/Item/E0024745,불화
서직수 초상,http://encykorea.aks.ac.kr/Contents/Item/E0028204,초상화
불암사감로왕도,http://encykorea.aks.ac.kr/Contents/Item/E0024996,불화
불암사삼세불괘불탱,http://encykorea.aks.ac.kr/Contents/Item/E0024998,불화
불영사영산회상도,http://encykorea.aks.ac.kr/Contents/Item/E0025008,불화
불족도,http://encykorea.aks.ac.kr/Contents/Item/E0025037,불화
비로자나삼존도,http://encykorea.aks.ac.kr/Contents/Item/E0025123,불화
사룡산 금정암 제석탱,http://encykorea.aks.ac.kr/Contents/Item/E0025536,불화
삼척영은사괘불,http://encykorea.aks.ac.kr/Contents/Item/E0026856,불화
석가고행도,http://encykorea.aks.ac.kr/Contents/Item/E0028327,불화
선암사화엄경변상도,http://encykorea.aks.ac.kr/Contents/Item/E0028805,불화/변상도
석가삼존십육나한도,http://encykorea.aks.ac.kr/Contents/Item/E0028330,불화
선암사감로왕도,http://encykorea.aks.ac.kr/Contents/Item/E0028785,불화
선암사 석가모니불괘불탱 및 부속유물일괄,http://encykorea.aks.ac.kr/Contents/Item/E0028786,불화
선암사영산회상도,http://encykorea.aks.ac.kr/Contents/Item/E0028797,불화
선암사오십삼불도,http://encykorea.aks.ac.kr/Contents/Item/E0028798,불화
